ROW_NUM,YM,CTRD_NM,CTRD_CODE,LVSTCKSPC_NM,LVSTCKSPC_CODE,THSMON,THSMON_ACMTL
9231,202211,울산,6310000,돼지,LBI1000006,13652,136561
9230,202211,대전,6300000,소,LBI1000080,488,6130
9229,202211,대전,6300000,돼지,LBI1000006,21825,190859
9228,202211,광주,6290000,소,LBI1000080,1271,13552
9227,202211,광주,6290000,돼지,LBI1000006,32553,365571
9226,202211,인천,6280000,닭,LBI1000088,825392,9132475
9225,202211,인천,6280000,소,LBI1000080,1422,13822
9224,202211,인천,6280000,꿩,LBI1000022,7960,7960
9223,202211,인천,6280000,돼지,LBI1000006,37154,353370
9222,202211,대구,6270000,닭,LBI1000088,1507840,17720328
9249,202211,충북,6430000,산양,LBI1000087,1761,26558
9251,202211,충남,6440000,돼지,LBI1000006,301015,2797792
9220,202211,대구,6270000,돼지,LBI1000006,41666,410128
9252,202211,충남,6440000,말,LBI1000007,8,80
9281,202211,제주,6500000,닭,LBI1000088,597357,6519287
9280,202211,제주,6500000,산양,LBI1000087,49,396
9279,202211,제주,6500000,소,LBI1000080,416,5025
9278,202211,제주,6500000,말,LBI1000007,92,1006
9277,202211,제주,6500000,돼지,LBI1000006,74939,784253
9275,202211,경남,6480000,산양,LBI1000087,1083,12924
9274,202211,경남,6480000,소,LBI1000080,12452,133338
9273,202211,경남,6480000,오리,LBI1000016,155385,1926175
9272,202211,경남,6480000,돼지,LBI1000006,189874,1891270
9271,202211,경북,6470000,닭,LBI1000088,6209960,78959094
9270,202211,경북,6470000,산양,LBI1000087,573,5495
9269,202211,경북,6470000,소,LBI1000080,8123,93355
9267,202211,경북,6470000,말,LBI1000007,3,38
9266,202211,경북,6470000,돼지,LBI1000006,108009,1046557
9265,202211,전남,6460000,닭,LBI1000088,4334308,53309167
9264,202211,전남,6460000,산양,LBI1000087,3146,39578
9263,202211,전남,6460000,소,LBI1000080,6838,76060
9262,202211,전남,6460000,오리,LBI1000016,2983645,38500708
9261,202211,전남,6460000,돼지,LBI1000006,168432,1521104
9260,202211,전북,6450000,닭,LBI1000088,35380856,403474380
9259,202211,전북,6450000,소,LBI1000080,1387,15485
9258,202211,전북,6450000,오리,LBI1000016,820410,8154031
9257,202211,전북,6450000,말,LBI1000007,2,25
9256,202211,전북,6450000,돼지,LBI1000006,217935,2129518
9255,202211,충남,6440000,닭,LBI1000088,12702622,145195133
9254,202211,충남,6440000,산양,LBI1000087,1310,15552
9253,202211,충남,6440000,소,LBI1000080,8530,87792
9221,202211,대구,6270000,소,LBI1000080,1654,20020
9268,202211,경북,6470000,꿩,LBI1000022,297,517
9299,202210,경기,6410000,소,LBI1000080,20477,210940
9329,202210,경북,6470000,돼지,LBI1000006,97761,938548
9292,202210,울산,6310000,돼지,LBI1000006,13488,122909
9291,202210,대전,6300000,소,LBI1000080,469,5642
9290,202210,대전,6300000,돼지,LBI1000006,18951,169034
9289,202210,광주,6290000,소,LBI1000080,1237,12281
9288,202210,광주,6290000,돼지,LBI1000006,28282,333018
9287,202210,인천,6280000,닭,LBI1000088,763042,8307083
9286,202210,인천,6280000,소,LBI1000080,1061,12400
9285,202210,인천,6280000,돼지,LBI1000006,34892,316216
9284,202210,대구,6270000,닭,LBI1000088,1608304,16212488
9283,202210,대구,6270000,소,LBI1000080,1660,18366
9282,202210,대구,6270000,돼지,LBI1000006,37673,368462
9327,202210,전남,6460000,산양,LBI1000087,3322,36432
9328,202210,전남,6460000,닭,LBI1000088,4721336,48974859
9330,202210,경북,6470000,말,LBI1000007,4,35
9325,202210,전남,6460000,오리,LBI1000016,3470726,35517063
9331,202210,경북,6470000,꿩,LBI1000022,70,220
9332,202210,경북,6470000,소,LBI1000080,7671,85232
9333,202210,경북,6470000,산양,LBI1000087,478,4922
9334,202210,경북,6470000,닭,LBI1000088,6489273,72749134
9335,202210,경남,6480000,돼지,LBI1000006,174621,1701396
9336,202210,경남,6480000,오리,LBI1000016,181344,1770790
9337,202210,경남,6480000,소,LBI1000080,11342,120886
9338,202210,경남,6480000,산양,LBI1000087,1229,11841
9339,202210,경남,6480000,닭,LBI1000088,415377,4227659
9340,202210,제주,6500000,돼지,LBI1000006,65984,709314
9341,202210,제주,6500000,말,LBI1000007,102,914
9342,202210,제주,6500000,소,LBI1000080,425,4609
9343,202210,제주,6500000,산양,LBI1000087,37,347
9293,202210,울산,6310000,소,LBI1000080,802,8574
9294,202210,울산,6310000,산양,LBI1000087,7,39
9295,202210,경기,6410000,돼지,LBI1000006,226344,2089486
9296,202210,경기,6410000,말,LBI1000007,40,214
9323,202210,전북,6450000,닭,LBI1000088,35420690,368093524
9322,202210,전북,6450000,소,LBI1000080,1322,14098
9321,202210,전북,6450000,타조,LBI1000024,1,5
9320,202210,전북,6450000,당나귀,LBI1000023,1,2
9319,202210,전북,6450000,오리,LBI1000016,886656,7333621
9318,202210,전북,6450000,말,LBI1000007,8,23
9317,202210,전북,6450000,돼지,LBI1000006,194186,1911583
9316,202210,충남,6440000,닭,LBI1000088,13321183,132492511
9315,202210,충남,6440000,산양,LBI1000087,1425,14242
9314,202210,충남,6440000,소,LBI1000080,7812,79262
9313,202210,충남,6440000,말,LBI1000007,6,72
9312,202210,충남,6440000,돼지,LBI1000006,267659,2496777
9311,202210,충북,6430000,닭,LBI1000088,8022081,81451828
9310,202210,충북,6430000,산양,LBI1000087,2003,24797
9309,202210,충북,6430000,소,LBI1000080,14550,152667
9308,202210,충북,6430000,사슴,LBI1000017,1,51
9307,202210,충북,6430000,오리,LBI1000016,772229,7143344
9306,202210,충북,6430000,돼지,LBI1000006,219317,2151130
9305,202210,강원,6420000,닭,LBI1000088,1786662,18622626
9304,202210,강원,6420000,산양,LBI1000087,739,7864
9303,202210,강원,6420000,소,LBI1000080,2660,27233
9302,202210,강원,6420000,돼지,LBI1000006,48823,454867
9301,202210,경기,6410000,닭,LBI1000088,10934398,105906857
9300,202210,경기,6410000,산양,LBI1000087,572,5449
9326,202210,전남,6460000,소,LBI1000080,6499,69222
9298,202210,경기,6410000,당나귀,LBI1000023,5,40
9297,202210,경기,6410000,메추리,LBI1000021,74906,643311
9344,202210,제주,6500000,닭,LBI1000088,585927,5921930
9324,202210,전남,6460000,돼지,LBI1000006,148608,1352672
9396,202209,경북,6470000,소,LBI1000080,7049,77561
9363,202209,경기,6410000,산양,LBI1000087,518,4877
9361,202209,경기,6410000,당나귀,LBI1000023,4,35
9360,202209,경기,6410000,메추리,LBI1000021,54716,568405
9359,202209,경기,6410000,말,LBI1000007,27,174
9358,202209,경기,6410000,돼지,LBI1000006,185452,1863142
9357,202209,울산,6310000,산양,LBI1000087,15,32
9356,202209,울산,6310000,소,LBI1000080,874,7772
9355,202209,울산,6310000,돼지,LBI1000006,12029,109421
9354,202209,대전,6300000,소,LBI1000080,434,5173
9353,202209,대전,6300000,돼지,LBI1000006,16775,150083
9352,202209,광주,6290000,소,LBI1000080,1189,11044
9351,202209,광주,6290000,돼지,LBI1000006,24851,304736
9350,202209,인천,6280000,닭,LBI1000088,798866,7544041
9349,202209,인천,6280000,소,LBI1000080,900,11339
9348,202209,인천,6280000,돼지,LBI1000006,28985,281324
9347,202209,대구,6270000,닭,LBI1000088,1690086,14604184
9346,202209,대구,6270000,소,LBI1000080,1681,16706
9345,202209,대구,6270000,돼지,LBI1000006,35443,330789
9398,202209,경북,6470000,닭,LBI1000088,6349380,66259861
9399,202209,경남,6480000,돼지,LBI1000006,162072,1526775
9400,202209,경남,6480000,오리,LBI1000016,198362,1589446
9401,202209,경남,6480000,소,LBI1000080,8812,109544
9402,202209,경남,6480000,산양,LBI1000087,928,10612
9403,202209,경남,6480000,닭,LBI1000088,481501,3812282
9404,202209,제주,6500000,돼지,LBI1000006,64466,643330
9405,202209,제주,6500000,말,LBI1000007,78,812
9406,202209,제주,6500000,사슴,LBI1000017,4,9
9407,202209,제주,6500000,소,LBI1000080,376,4184
9408,202209,제주,6500000,산양,LBI1000087,46,310
9395,202209,경북,6470000,꿩,LBI1000022,50,150
9362,202209,경기,6410000,소,LBI1000080,16985,190463
9409,202209,제주,6500000,닭,LBI1000088,596490,5336003
9397,202209,경북,6470000,산양,LBI1000087,367,4444
9381,202209,충남,6440000,산양,LBI1000087,1395,12817
9365,202209,강원,6420000,돼지,LBI1000006,37729,406044
9394,202209,경북,6470000,돼지,LBI1000006,92875,840787
9393,202209,전남,6460000,닭,LBI1000088,4165213,44253523
9392,202209,전남,6460000,산양,LBI1000087,3379,33110
9391,202209,전남,6460000,소,LBI1000080,6164,62723
9390,202209,전남,6460000,오리,LBI1000016,4100557,32046337
9389,202209,전남,6460000,돼지,LBI1000006,138311,1204064
9388,202209,전북,6450000,닭,LBI1000088,35237623,332672834
9387,202209,전북,6450000,소,LBI1000080,1329,12776
9386,202209,전북,6450000,타조,LBI1000024,1,4
9385,202209,전북,6450000,오리,LBI1000016,970698,6446965
9384,202209,전북,6450000,말,LBI1000007,4,15
9383,202209,전북,6450000,돼지,LBI1000006,182682,1717397
9382,202209,충남,6440000,닭,LBI1000088,13720424,119171328
9364,202209,경기,6410000,닭,LBI1000088,10777067,94972459
9380,202209,충남,6440000,소,LBI1000080,6727,71450
9372,202209,충북,6430000,사슴,LBI1000017,11,50
9379,202209,충남,6440000,당나귀,LBI1000023,1,2
9367,202209,강원,6420000,소,LBI1000080,2088,24573
9368,202209,강원,6420000,산양,LBI1000087,678,7125
9369,202209,강원,6420000,닭,LBI1000088,1929739,16835964
9370,202209,충북,6430000,돼지,LBI1000006,202140,1931813
9371,202209,충북,6430000,오리,LBI1000016,943260,6371115
9366,202209,강원,6420000,말,LBI1000007,2,13
9373,202209,충북,6430000,소,LBI1000080,12634,138117
9375,202209,충북,6430000,산양,LBI1000087,1972,22794
9376,202209,충북,6430000,닭,LBI1000088,8017592,73429747
9377,202209,충남,6440000,돼지,LBI1000006,236283,2229118
9374,202209,충북,6430000,면양,LBI1000086,6,36
9378,202209,충남,6440000,말,LBI1000007,7,66
9436,202208,충북,6430000,돼지,LBI1000006,215814,1729673
9441,202208,충북,6430000,닭,LBI1000088,8780861,65412155
9440,202208,충북,6430000,산양,LBI1000087,3079,20822
9439,202208,충북,6430000,소,LBI1000080,23551,125483
9438,202208,충북,6430000,사슴,LBI1000017,4,39
9437,202208,충북,6430000,오리,LBI1000016,1030548,5427855
9434,202208,강원,6420000,산양,LBI1000087,897,6447
9435,202208,강원,6420000,닭,LBI1000088,2067414,14906225
9433,202208,강원,6420000,면양,LBI1000086,10,112
9432,202208,강원,6420000,소,LBI1000080,5159,22485
9431,202208,강원,6420000,돼지,LBI1000006,49801,368315
9442,202208,충남,6440000,돼지,LBI1000006,257518,1992835
9430,202208,경기,6410000,닭,LBI1000088,11395708,84195392
9449,202208,전북,6450000,토끼,LBI1000018,550,13731
9443,202208,충남,6440000,말,LBI1000007,13,59
9444,202208,충남,6440000,소,LBI1000080,13312,64723
9445,202208,충남,6440000,산양,LBI1000087,1727,11422
9446,202208,충남,6440000,닭,LBI1000088,14424795,105450904
9447,202208,전북,6450000,돼지,LBI1000006,186436,1534715
9448,202208,전북,6450000,오리,LBI1000016,1012567,5476267
9428,202208,경기,6410000,소,LBI1000080,32339,173478
9450,202208,전북,6450000,소,LBI1000080,2193,11447
9451,202208,전북,6450000,닭,LBI1000088,41853283,297435211
9452,202208,전남,6460000,돼지,LBI1000006,139488,1065753
9453,202208,전남,6460000,오리,LBI1000016,4364840,27945780
9454,202208,전남,6460000,소,LBI1000080,9804,56559
9455,202208,전남,6460000,산양,LBI1000087,4759,29731
9456,202208,전남,6460000,닭,LBI1000088,5285059,40088310
9457,202208,경북,6470000,돼지,LBI1000006,99068,747912
9429,202208,경기,6410000,산양,LBI1000087,635,4359
9420,202208,대전,6300000,소,LBI1000080,930,4739
9427,202208,경기,6410000,당나귀,LBI1000023,4,31
8437,202208,경남,6480000,오리,LBI1000016,241061,1391084
9410,202208,대구,6270000,돼지,LBI1000006,39992,295346
9411,202208,대구,6270000,소,LBI1000080,2867,15025
9412,202208,대구,6270000,닭,LBI1000088,1726401,12914098
9413,202208,인천,6280000,돼지,LBI1000006,34802,252339
8445,202208,제주,6500000,닭,LBI1000088,574325,4739513
8444,202208,제주,6500000,산양,LBI1000087,42,264
9414,202208,인천,6280000,소,LBI1000080,2166,10439
8443,202208,제주,6500000,소,LBI1000080,745,3808
8442,202208,제주,6500000,말,LBI1000007,86,734
8441,202208,제주,6500000,돼지,LBI1000006,73026,578864
8440,202208,경남,6480000,닭,LBI1000088,348652,3330781
8439,202208,경남,6480000,산양,LBI1000087,1342,9684
8438,202208,경남,6480000,소,LBI1000080,20215,100732
9415,202208,인천,6280000,닭,LBI1000088,1008816,6745175
9426,202208,경기,6410000,메추리,LBI1000021,11670,513689
8436,202208,경남,6480000,돼지,LBI1000006,166695,1364703
8434,202208,경북,6470000,산양,LBI1000087,643,4077
8433,202208,경북,6470000,소,LBI1000080,14015,70512
8432,202208,경북,6470000,말,LBI1000007,5,31
9416,202208,광주,6290000,돼지,LBI1000006,29558,279885
9417,202208,광주,6290000,말,LBI1000007,2,2
9418,202208,광주,6290000,소,LBI1000080,1533,9855
9419,202208,대전,6300000,돼지,LBI1000006,16363,133308
9421,202208,울산,6310000,돼지,LBI1000006,12291,97392
9422,202208,울산,6310000,소,LBI1000080,1131,6898
9423,202208,울산,6310000,산양,LBI1000087,3,17
9424,202208,경기,6410000,돼지,LBI1000006,212547,1677690
9425,202208,경기,6410000,말,LBI1000007,13,147
8435,202208,경북,6470000,닭,LBI1000088,8296151,59910481
8492,202207,전남,6460000,산양,LBI1000087,4426,24972
8493,202207,전남,6460000,닭,LBI1000088,7295190,34803251
8491,202207,전남,6460000,소,LBI1000080,6360,46755
8477,202207,충남,6440000,돼지,LBI1000006,214101,1735317
8478,202207,충남,6440000,말,LBI1000007,6,46
8479,202207,충남,6440000,소,LBI1000080,6838,51411
8480,202207,충남,6440000,산양,LBI1000087,1900,9695
8481,202207,충남,6440000,닭,LBI1000088,14411553,91026109
8482,202207,전북,6450000,돼지,LBI1000006,165298,1348279
8483,202207,전북,6450000,오리,LBI1000016,755033,4463700
8484,202207,전북,6450000,토끼,LBI1000018,1248,13181
8485,202207,전북,6450000,당나귀,LBI1000023,1,1
8486,202207,전북,6450000,타조,LBI1000024,3,3
8488,202207,전북,6450000,닭,LBI1000088,46338783,255581928
8489,202207,전남,6460000,돼지,LBI1000006,115499,926265
8490,202207,전남,6460000,오리,LBI1000016,4109631,23580940
8495,202207,경북,6470000,말,LBI1000007,5,26
8475,202207,충북,6430000,산양,LBI1000087,3370,17743
8496,202207,경북,6470000,소,LBI1000080,7215,56497
8497,202207,경북,6470000,산양,LBI1000087,545,3434
8498,202207,경북,6470000,닭,LBI1000088,10192309,51614330
8499,202207,경남,6480000,돼지,LBI1000006,147234,1198008
8500,202207,경남,6480000,오리,LBI1000016,233683,1150023
8501,202207,경남,6480000,소,LBI1000080,10886,80517
8502,202207,경남,6480000,산양,LBI1000087,1421,8342
8503,202207,경남,6480000,닭,LBI1000088,583338,2982129
8504,202207,제주,6500000,돼지,LBI1000006,62569,505838
8505,202207,제주,6500000,말,LBI1000007,76,648
8506,202207,제주,6500000,소,LBI1000080,383,3063
8507,202207,제주,6500000,산양,LBI1000087,44,222
8508,202207,제주,6500000,닭,LBI1000088,656844,4165188
8476,202207,충북,6430000,닭,LBI1000088,8949508,56631294
8487,202207,전북,6450000,소,LBI1000080,1247,9254
8474,202207,충북,6430000,소,LBI1000080,13637,101932
8459,202207,경기,6410000,말,LBI1000007,22,134
8494,202207,경북,6470000,돼지,LBI1000006,80194,648844
8446,202207,대구,6270000,돼지,LBI1000006,32236,255354
8473,202207,충북,6430000,사슴,LBI1000017,7,35
8448,202207,대구,6270000,닭,LBI1000088,1687313,11187697
8449,202207,인천,6280000,돼지,LBI1000006,26815,217537
8450,202207,인천,6280000,소,LBI1000080,893,8273
8451,202207,인천,6280000,닭,LBI1000088,1350917,5736359
8452,202207,광주,6290000,돼지,LBI1000006,30195,250327
8453,202207,광주,6290000,소,LBI1000080,1225,8322
8454,202207,대전,6300000,돼지,LBI1000006,14528,116945
8455,202207,대전,6300000,소,LBI1000080,402,3809
8456,202207,울산,6310000,돼지,LBI1000006,9942,85101
8457,202207,울산,6310000,소,LBI1000080,715,5767
8458,202207,경기,6410000,돼지,LBI1000006,177942,1465143
8447,202207,대구,6270000,소,LBI1000080,1645,12158
8460,202207,경기,6410000,메추리,LBI1000021,73844,502019
8467,202207,강원,6420000,소,LBI1000080,2208,17326
8461,202207,경기,6410000,당나귀,LBI1000023,5,27
8471,202207,충북,6430000,돼지,LBI1000006,190233,1513859
8470,202207,강원,6420000,닭,LBI1000088,1757563,12838811
8469,202207,강원,6420000,산양,LBI1000087,980,5550
8468,202207,강원,6420000,면양,LBI1000086,52,102
8472,202207,충북,6430000,오리,LBI1000016,961659,4397307
8466,202207,강원,6420000,말,LBI1000007,1,11
8464,202207,경기,6410000,닭,LBI1000088,11893689,72799684
8463,202207,경기,6410000,산양,LBI1000087,586,3724
8462,202207,경기,6410000,소,LBI1000080,17654,141139
8465,202207,강원,6420000,돼지,LBI1000006,42346,318514
8527,202206,경기,6410000,닭,LBI1000088,11192793,60905995
8523,202206,경기,6410000,메추리,LBI1000021,106206,428175
8524,202206,경기,6410000,당나귀,LBI1000023,7,22
8525,202206,경기,6410000,소,LBI1000080,18570,123485
8526,202206,경기,6410000,산양,LBI1000087,563,3138
8529,202206,강원,6420000,말,LBI1000007,2,10
8528,202206,강원,6420000,돼지,LBI1000006,45411,276168
8530,202206,강원,6420000,소,LBI1000080,2189,15118
8531,202206,강원,6420000,산양,LBI1000087,967,4570
8532,202206,강원,6420000,닭,LBI1000088,1880395,11081248
8521,202206,경기,6410000,돼지,LBI1000006,208823,1287201
8533,202206,충북,6430000,돼지,LBI1000006,196560,1323626
8522,202206,경기,6410000,말,LBI1000007,9,112
8515,202206,광주,6290000,돼지,LBI1000006,33580,220132
8520,202206,울산,6310000,소,LBI1000080,820,5052
8519,202206,울산,6310000,돼지,LBI1000006,11723,75159
8518,202206,대전,6300000,소,LBI1000080,480,3407
8517,202206,대전,6300000,돼지,LBI1000006,15177,102417
8516,202206,광주,6290000,소,LBI1000080,1195,7097
8514,202206,인천,6280000,닭,LBI1000088,1070571,4385442
8513,202206,인천,6280000,소,LBI1000080,1161,7380
8512,202206,인천,6280000,돼지,LBI1000006,29679,190722
8511,202206,대구,6270000,닭,LBI1000088,1664886,9500384
8510,202206,대구,6270000,소,LBI1000080,1703,10513
8509,202206,대구,6270000,돼지,LBI1000006,35889,223118
8535,202206,충북,6430000,사슴,LBI1000017,8,28
8534,202206,충북,6430000,오리,LBI1000016,942512,3435648
8555,202206,경북,6470000,돼지,LBI1000006,88962,568650
8536,202206,충북,6430000,소,LBI1000080,14066,88295
8562,202206,경남,6480000,소,LBI1000080,10752,69631
8556,202206,경북,6470000,말,LBI1000007,3,21
8557,202206,경북,6470000,소,LBI1000080,7146,49282
8558,202206,경북,6470000,산양,LBI1000087,595,2889
8537,202206,충북,6430000,산양,LBI1000087,2869,14373
8560,202206,경남,6480000,돼지,LBI1000006,164526,1050774
8561,202206,경남,6480000,오리,LBI1000016,215380,916340
8563,202206,경남,6480000,산양,LBI1000087,1244,6921
8553,202206,전남,6460000,산양,LBI1000087,4014,20546
8564,202206,경남,6480000,닭,LBI1000088,394712,2398791
8565,202206,제주,6500000,돼지,LBI1000006,67054,443269
8566,202206,제주,6500000,말,LBI1000007,95,572
8567,202206,제주,6500000,소,LBI1000080,406,2680
8568,202206,제주,6500000,산양,LBI1000087,33,178
8569,202206,제주,6500000,닭,LBI1000088,573004,3508344
8554,202206,전남,6460000,닭,LBI1000088,5798331,27508061
8559,202206,경북,6470000,닭,LBI1000088,7705781,41422021
8552,202206,전남,6460000,소,LBI1000080,6433,40395
8544,202206,전북,6450000,돼지,LBI1000006,182268,1182981
8538,202206,충북,6430000,닭,LBI1000088,7847117,47681786
8551,202206,전남,6460000,오리,LBI1000016,4133185,19471309
8540,202206,충남,6440000,말,LBI1000007,4,40
8541,202206,충남,6440000,소,LBI1000080,7219,44573
8542,202206,충남,6440000,산양,LBI1000087,1470,7795
8543,202206,충남,6440000,닭,LBI1000088,13722421,76614556
8539,202206,충남,6440000,돼지,LBI1000006,239275,1521216
8545,202206,전북,6450000,말,LBI1000007,1,11
8547,202206,전북,6450000,토끼,LBI1000018,1490,11933
8548,202206,전북,6450000,소,LBI1000080,1311,8007
8549,202206,전북,6450000,닭,LBI1000088,38659394,209243145
8550,202206,전남,6460000,돼지,LBI1000006,126276,810766
8546,202206,전북,6450000,오리,LBI1000016,993169,3708667
9930,202205,전북,6450000,토끼,LBI1000018,2060,10443
9936,202205,전남,6460000,산양,LBI1000087,3792,16532
9935,202205,전남,6460000,소,LBI1000080,6899,33962
9934,202205,전남,6460000,오리,LBI1000016,3970214,15338124
9933,202205,전남,6460000,돼지,LBI1000006,134240,684490
9932,202205,전북,6450000,닭,LBI1000088,37818705,170583751
9938,202205,경북,6470000,돼지,LBI1000006,96001,479688
9927,202205,충남,6440000,닭,LBI1000088,13317223,62892135
9929,202205,전북,6450000,오리,LBI1000016,926129,2715498
9928,202205,전북,6450000,돼지,LBI1000006,190067,1000713
9926,202205,충남,6440000,산양,LBI1000087,1388,6325
9925,202205,충남,6440000,소,LBI1000080,7756,37354
9931,202205,전북,6450000,소,LBI1000080,1359,6696
9924,202205,충남,6440000,말,LBI1000007,4,36
9937,202205,전남,6460000,닭,LBI1000088,5097412,21709730
9922,202205,충북,6430000,닭,LBI1000088,8553011,39834669
9939,202205,경북,6470000,말,LBI1000007,4,18
9940,202205,경북,6470000,소,LBI1000080,8228,42136
9941,202205,경북,6470000,산양,LBI1000087,674,2294
9942,202205,경북,6470000,닭,LBI1000088,7635926,33716240
9943,202205,경남,6480000,돼지,LBI1000006,178492,886248
9944,202205,경남,6480000,오리,LBI1000016,189652,700960
9946,202205,경남,6480000,산양,LBI1000087,1219,5677
9952,202205,제주,6500000,닭,LBI1000088,648732,2935340
9951,202205,제주,6500000,산양,LBI1000087,24,145
9950,202205,제주,6500000,소,LBI1000080,481,2274
9949,202205,제주,6500000,말,LBI1000007,108,477
9948,202205,제주,6500000,돼지,LBI1000006,73418,376215
9947,202205,경남,6480000,닭,LBI1000088,411248,2004079
9945,202205,경남,6480000,소,LBI1000080,12202,58879
9923,202205,충남,6440000,돼지,LBI1000006,251273,1281941
8577,202205,광주,6290000,소,LBI1000080,1262,5902
9921,202205,충북,6430000,산양,LBI1000087,2929,11504
9905,202205,경기,6410000,메추리,LBI1000021,50622,321969
8574,202205,인천,6280000,소,LBI1000080,1177,6219
8573,202205,인천,6280000,돼지,LBI1000006,30898,161043
8572,202205,대구,6270000,닭,LBI1000088,1671461,7835498
8571,202205,대구,6270000,소,LBI1000080,1856,8810
8570,202205,대구,6270000,돼지,LBI1000006,36785,187229
9920,202205,충북,6430000,소,LBI1000080,14773,74229
8576,202205,광주,6290000,돼지,LBI1000006,36014,186552
9899,202205,대전,6300000,돼지,LBI1000006,16912,87240
9900,202205,대전,6300000,소,LBI1000080,570,2927
9901,202205,울산,6310000,돼지,LBI1000006,11714,63436
9902,202205,울산,6310000,소,LBI1000080,890,4232
9903,202205,경기,6410000,돼지,LBI1000006,215070,1078378
9904,202205,경기,6410000,말,LBI1000007,31,103
8575,202205,인천,6280000,닭,LBI1000088,893588,3314871
9906,202205,경기,6410000,당나귀,LBI1000023,5,15
9913,202205,강원,6420000,소,LBI1000080,2493,12929
9919,202205,충북,6430000,사슴,LBI1000017,8,20
9918,202205,충북,6430000,오리,LBI1000016,790408,2493136
9917,202205,충북,6430000,돼지,LBI1000006,216341,1127066
9915,202205,강원,6420000,산양,LBI1000087,980,3603
9914,202205,강원,6420000,면양,LBI1000086,1,50
9916,202205,강원,6420000,닭,LBI1000088,2008655,9200853
9912,202205,강원,6420000,사슴,LBI1000017,1,3
9911,202205,강원,6420000,말,LBI1000007,2,8
9910,202205,강원,6420000,돼지,LBI1000006,41547,230757
9909,202205,경기,6410000,닭,LBI1000088,11100392,49713202
9908,202205,경기,6410000,산양,LBI1000087,565,2575
9907,202205,경기,6410000,소,LBI1000080,21492,104915
9993,202204,전남,6460000,돼지,LBI1000006,133800,550250
9998,202204,경북,6470000,돼지,LBI1000006,95127,383687
9997,202204,전남,6460000,닭,LBI1000088,4757873,16612318
9996,202204,전남,6460000,산양,LBI1000087,3584,12740
9995,202204,전남,6460000,소,LBI1000080,6791,27063
9994,202204,전남,6460000,오리,LBI1000016,3322573,11367910
9986,202204,충남,6440000,산양,LBI1000087,1450,4937
9992,202204,전북,6450000,닭,LBI1000088,35096036,132765046
9991,202204,전북,6450000,소,LBI1000080,1306,5337
9990,202204,전북,6450000,토끼,LBI1000018,2344,8383
9989,202204,전북,6450000,오리,LBI1000016,551721,1789369
9988,202204,전북,6450000,돼지,LBI1000006,187194,810646
9987,202204,충남,6440000,닭,LBI1000088,12204188,49574912
10000,202204,경북,6470000,꿩,LBI1000022,100,100
9999,202204,경북,6470000,말,LBI1000007,3,14
10007,202204,경남,6480000,산양,LBI1000087,1391,4458
10001,202204,경북,6470000,소,LBI1000080,8268,33908
10002,202204,경북,6470000,산양,LBI1000087,510,1620
10003,202204,경북,6470000,닭,LBI1000088,7049830,26080314
10004,202204,경남,6480000,돼지,LBI1000006,171658,707756
10005,202204,경남,6480000,오리,LBI1000016,153386,511308
10006,202204,경남,6480000,소,LBI1000080,11826,46677
10008,202204,경남,6480000,닭,LBI1000088,194074,1592831
10009,202204,제주,6500000,돼지,LBI1000006,73055,302797
10010,202204,제주,6500000,말,LBI1000007,115,369
10011,202204,제주,6500000,사슴,LBI1000017,5,5
10012,202204,제주,6500000,소,LBI1000080,482,1793
10013,202204,제주,6500000,산양,LBI1000087,37,121
10014,202204,제주,6500000,닭,LBI1000088,618540,2286608
9983,202204,충남,6440000,돼지,LBI1000006,250911,1030668
9985,202204,충남,6440000,소,LBI1000080,7511,29598
9984,202204,충남,6440000,말,LBI1000007,7,32
9960,202204,광주,6290000,소,LBI1000080,1173,4640
9967,202204,경기,6410000,메추리,LBI1000021,68509,271347
9982,202204,충북,6430000,닭,LBI1000088,7992137,31281658
9953,202204,대구,6270000,돼지,LBI1000006,35493,150444
9954,202204,대구,6270000,소,LBI1000080,1825,6954
9955,202204,대구,6270000,닭,LBI1000088,1556015,6164037
9956,202204,인천,6280000,돼지,LBI1000006,35404,130145
9957,202204,인천,6280000,소,LBI1000080,1220,5042
9958,202204,인천,6280000,닭,LBI1000088,690831,2421283
9959,202204,광주,6290000,돼지,LBI1000006,37298,150538
9961,202204,대전,6300000,돼지,LBI1000006,16503,70328
9962,202204,대전,6300000,소,LBI1000080,481,2357
9963,202204,울산,6310000,돼지,LBI1000006,12184,51722
9964,202204,울산,6310000,소,LBI1000080,747,3342
9966,202204,경기,6410000,말,LBI1000007,22,72
9965,202204,경기,6410000,돼지,LBI1000006,223481,863308
9968,202204,경기,6410000,당나귀,LBI1000023,2,10
9975,202204,강원,6420000,산양,LBI1000087,753,2623
9981,202204,충북,6430000,산양,LBI1000087,2512,8575
9980,202204,충북,6430000,소,LBI1000080,14684,59456
9979,202204,충북,6430000,사슴,LBI1000017,1,12
9978,202204,충북,6430000,오리,LBI1000016,385763,1702728
9977,202204,충북,6430000,돼지,LBI1000006,223361,910725
9969,202204,경기,6410000,소,LBI1000080,20181,83423
9976,202204,강원,6420000,닭,LBI1000088,1827487,7192198
9974,202204,강원,6420000,면양,LBI1000086,12,49
9973,202204,강원,6420000,소,LBI1000080,2234,10436
9972,202204,강원,6420000,돼지,LBI1000006,44408,189210
